,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
602,רבין ק. בילינסון,וולפסון,סוראסקי,שמיר,שיבא,קפלן,רבין ק. השרון,הלל יפה,סורוקה,מעייני הישועה,שערי צדק,בני ציון,הדסה,הכרמל,"רמב""ם",יוספטל,המרכזי בעמק,לניאדו,נהריה,מ.ר. צפון (פוריה),נצרת,ברזילי,זיו צפת,אסותא אשדוד,מאיר
603,וולפסון,שיבא,סורוקה,מאיר,רבין ק. השרון,קפלן,רבין ק. בילינסון,הדסה,"רמב""ם",סוראסקי,שמיר,הכרמל,שערי צדק,מ.ר. צפון (פוריה),הלל יפה,יוספטל,המרכזי בעמק,נהריה,נצרת,לניאדו,ברזילי,זיו צפת,מעייני הישועה,בני ציון,אסותא אשדוד
604,המרכזי בעמק,רבין ק. השרון,הלל יפה,קפלן,שמיר,מאיר,"רמב""ם",לניאדו,הדסה,אסותא אשדוד,סוראסקי,הכרמל,מעייני הישועה,סורוקה,בני ציון,יוספטל,שערי צדק,וולפסון,נצרת,מ.ר. צפון (פוריה),ברזילי,נהריה,זיו צפת,שיבא,רבין ק. בילינסון
605,המרכזי בעמק,וולפסון,סוראסקי,רבין ק. בילינסון,שיבא,אסותא אשדוד,הכרמל,רבין ק. השרון,מאיר,הדסה,קפלן,סורוקה,שערי צדק,מעייני הישועה,לניאדו,בני ציון,הלל יפה,יוספטל,נצרת,מ.ר. צפון (פוריה),ברזילי,נהריה,זיו צפת,שמיר,"רמב""ם"
606,"רמב""ם",וולפסון,הלל יפה,שיבא,שמיר,רבין ק. השרון,מעייני הישועה,רבין ק. בילינסון,הדסה,קפלן,הכרמל,זיו צפת,אסותא אשדוד,בני ציון,המרכזי בעמק,שערי צדק,יוספטל,סורוקה,לניאדו,נצרת,ברזילי,נהריה,מ.ר. צפון (פוריה),מאיר,סוראסקי
607,ברזילי,שמיר,הלל יפה,סוראסקי,רבין ק. בילינסון,מאיר,וולפסון,שערי צדק,אסותא אשדוד,"רמב""ם",קפלן,רבין ק. השרון,סורוקה,מעייני הישועה,בני ציון,יוספטל,המרכזי בעמק,לניאדו,נהריה,הכרמל,נצרת,מ.ר. צפון (פוריה),זיו צפת,שיבא,הדסה
608,"רמב""ם",שיבא,מעייני הישועה,שמיר,סוראסקי,הלל יפה,מאיר,אסותא אשדוד,רבין ק. השרון,וולפסון,רבין ק. בילינסון,המרכזי בעמק,הכרמל,בני ציון,לניאדו,קפלן,שערי צדק,סורוקה,יוספטל,ברזילי,נצרת,זיו צפת,נהריה,מ.ר. צפון (פוריה),הדסה
609,שיבא,הדסה,רבין ק. בילינסון,וולפסון,שמיר,רבין ק. השרון,הכרמל,סוראסקי,שערי צדק,"רמב""ם",מאיר,בני ציון,קפלן,יוספטל,סורוקה,מעייני הישועה,המרכזי בעמק,נהריה,נצרת,מ.ר. צפון (פוריה),ברזילי,זיו צפת,לניאדו,אסותא אשדוד,הלל יפה
610,שיבא,שמיר,קפלן,מעייני הישועה,מאיר,רבין ק. בילינסון,בני ציון,הכרמל,סורוקה,אסותא אשדוד,לניאדו,"רמב""ם",שערי צדק,הדסה,הלל יפה,המרכזי בעמק,ברזילי,יוספטל,נהריה,נצרת,זיו צפת,מ.ר. צפון (פוריה),סוראסקי,רבין ק. השרון,וולפסון
611,הלל יפה,מאיר,הכרמל,שיבא,סוראסקי,סורוקה,קפלן,הדסה,"רמב""ם",לניאדו,רבין ק. השרון,המרכזי בעמק,יוספטל,בני ציון,שערי צדק,מעייני הישועה,אסותא אשדוד,וולפסון,רבין ק. בילינסון,ברזילי,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,שמיר
612,מאיר,קפלן,סוראסקי,סורוקה,בני ציון,לניאדו,וולפסון,רבין ק. השרון,שמיר,שערי צדק,הדסה,אסותא אשדוד,מעייני הישועה,הלל יפה,המרכזי בעמק,יוספטל,ברזילי,הכרמל,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,"רמב""ם",שיבא,רבין ק. בילינסון
613,שמיר,שיבא,בני ציון,אסותא אשדוד,קפלן,הכרמל,מאיר,וולפסון,הלל יפה,הדסה,רבין ק. בילינסון,"רמב""ם",מעייני הישועה,המרכזי בעמק,סוראסקי,סורוקה,יוספטל,שערי צדק,ברזילי,לניאדו,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,רבין ק. השרון
614,"רמב""ם",שמיר,סוראסקי,שיבא,מאיר,קפלן,רבין ק. השרון,סורוקה,וולפסון,יוספטל,הלל יפה,הכרמל,בני ציון,המרכזי בעמק,שערי צדק,הדסה,מעייני הישועה,אסותא אשדוד,לניאדו,נצרת,ברזילי,נהריה,זיו צפת,מ.ר. צפון (פוריה),רבין ק. בילינסון
615,שערי צדק,שמיר,לניאדו,רבין ק. השרון,מעייני הישועה,"רמב""ם",קפלן,אסותא אשדוד,הדסה,רבין ק. בילינסון,הכרמל,הלל יפה,שיבא,סורוקה,בני ציון,יוספטל,המרכזי בעמק,מ.ר. צפון (פוריה),ברזילי,נהריה,נצרת,זיו צפת,סוראסקי,וולפסון,מאיר
616,"רמב""ם",הלל יפה,רבין ק. בילינסון,סוראסקי,מאיר,המרכזי בעמק,שמיר,הכרמל,שיבא,וולפסון,קפלן,יוספטל,בני ציון,הדסה,סורוקה,שערי צדק,מעייני הישועה,נצרת,לניאדו,ברזילי,מ.ר. צפון (פוריה),נהריה,זיו צפת,רבין ק. השרון,אסותא אשדוד
617,שערי צדק,קפלן,שיבא,רבין ק. בילינסון,הכרמל,רבין ק. השרון,אסותא אשדוד,שמיר,הדסה,מאיר,לניאדו,בני ציון,"רמב""ם",וולפסון,סורוקה,המרכזי בעמק,יוספטל,הלל יפה,מעייני הישועה,מ.ר. צפון (פוריה),ברזילי,זיו צפת,נהריה,נצרת,סוראסקי
618,"רמב""ם",שיבא,סוראסקי,וולפסון,קפלן,מאיר,רבין ק. השרון,אסותא אשדוד,הלל יפה,רבין ק. בילינסון,מעייני הישועה,בני ציון,הדסה,סורוקה,הכרמל,יוספטל,שערי צדק,המרכזי בעמק,לניאדו,ברזילי,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,שמיר
619,מאיר,סוראסקי,רבין ק. בילינסון,רבין ק. השרון,"רמב""ם",אסותא אשדוד,שיבא,הלל יפה,סורוקה,מעייני הישועה,שמיר,הכרמל,בני ציון,הדסה,יוספטל,שערי צדק,המרכזי בעמק,ברזילי,מ.ר. צפון (פוריה),זיו צפת,נצרת,נהריה,לניאדו,וולפסון,קפלן
620,מאיר,שיבא,רבין ק. בילינסון,שמיר,סוראסקי,רבין ק. השרון,קפלן,וולפסון,הכרמל,יוספטל,בני ציון,הדסה,"רמב""ם",אסותא אשדוד,שערי צדק,הלל יפה,מעייני הישועה,סורוקה,המרכזי בעמק,לניאדו,נצרת,נהריה,ברזילי,מ.ר. צפון (פוריה),זיו צפת
621,סוראסקי,רבין ק. בילינסון,קפלן,וולפסון,רבין ק. השרון,הכרמל,הלל יפה,סורוקה,שיבא,שערי צדק,הדסה,בני ציון,יוספטל,לניאדו,שמיר,אסותא אשדוד,מעייני הישועה,נהריה,המרכזי בעמק,ברזילי,נצרת,מ.ר. צפון (פוריה),זיו צפת,"רמב""ם",מאיר
622,שערי צדק,מאיר,שיבא,סוראסקי,קפלן,וולפסון,רבין ק. השרון,הדסה,מעייני הישועה,בני ציון,סורוקה,הלל יפה,הכרמל,המרכזי בעמק,יוספטל,ברזילי,אסותא אשדוד,"רמב""ם",לניאדו,זיו צפת,נצרת,נהריה,מ.ר. צפון (פוריה),שמיר,רבין ק. בילינסון
623,רבין ק. בילינסון,הכרמל,סוראסקי,רבין ק. השרון,קפלן,לניאדו,וולפסון,מאיר,שיבא,שמיר,אסותא אשדוד,"רמב""ם",בני ציון,סורוקה,יוספטל,שערי צדק,הלל יפה,המרכזי בעמק,מעייני הישועה,נהריה,נצרת,ברזילי,זיו צפת,מ.ר. צפון (פוריה),הדסה
624,רבין ק. השרון,רבין ק. בילינסון,וולפסון,מאיר,שערי צדק,שיבא,קפלן,אסותא אשדוד,הלל יפה,שמיר,בני ציון,הדסה,הכרמל,יוספטל,לניאדו,מעייני הישועה,המרכזי בעמק,סורוקה,"רמב""ם",ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,סוראסקי
625,סורוקה,שערי צדק,רבין ק. בילינסון,לניאדו,סוראסקי,מאיר,הכרמל,וולפסון,שיבא,"רמב""ם",קפלן,אסותא אשדוד,שמיר,הדסה,יוספטל,בני ציון,המרכזי בעמק,ברזילי,מעייני הישועה,מ.ר. צפון (פוריה),נצרת,נהריה,זיו צפת,רבין ק. השרון,הלל יפה
626,"רמב""ם",שמיר,סוראסקי,מאיר,יוספטל,קפלן,רבין ק. השרון,רבין ק. בילינסון,אסותא אשדוד,סורוקה,הדסה,הלל יפה,המרכזי בעמק,שערי צדק,הכרמל,מעייני הישועה,בני ציון,נהריה,נצרת,ברזילי,מ.ר. צפון (פוריה),לניאדו,זיו צפת,שיבא,וולפסון
627,הדסה,"רמב""ם",הלל יפה,שיבא,סוראסקי,קפלן,שמיר,מעייני הישועה,אסותא אשדוד,הכרמל,בני ציון,מאיר,שערי צדק,יוספטל,סורוקה,המרכזי בעמק,לניאדו,וולפסון,רבין ק. השרון,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,רבין ק. בילינסון
628,הדסה,וולפסון,שמיר,רבין ק. בילינסון,הכרמל,רבין ק. השרון,המרכזי בעמק,אסותא אשדוד,שערי צדק,מעייני הישועה,"רמב""ם",סורוקה,לניאדו,בני ציון,הלל יפה,יוספטל,נצרת,קפלן,ברזילי,מ.ר. צפון (פוריה),נהריה,זיו צפת,סוראסקי,שיבא,מאיר
629,שיבא,קפלן,סוראסקי,רבין ק. בילינסון,מאיר,אסותא אשדוד,מעייני הישועה,וולפסון,שמיר,הדסה,רבין ק. השרון,הכרמל,בני ציון,שערי צדק,סורוקה,לניאדו,המרכזי בעמק,הלל יפה,נהריה,יוספטל,נצרת,ברזילי,זיו צפת,מ.ר. צפון (פוריה),"רמב""ם"
630,המרכזי בעמק,שערי צדק,בני ציון,אסותא אשדוד,מאיר,רבין ק. השרון,סוראסקי,"רמב""ם",הלל יפה,קפלן,סורוקה,הכרמל,שיבא,הדסה,יוספטל,לניאדו,מעייני הישועה,נהריה,מ.ר. צפון (פוריה),זיו צפת,נצרת,ברזילי,שמיר,וולפסון,רבין ק. בילינסון
631,הלל יפה,רבין ק. השרון,סורוקה,וולפסון,מאיר,סוראסקי,הכרמל,שערי צדק,אסותא אשדוד,יוספטל,שמיר,"רמב""ם",הדסה,בני ציון,קפלן,מעייני הישועה,שיבא,המרכזי בעמק,מ.ר. צפון (פוריה),לניאדו,נצרת,ברזילי,נהריה,זיו צפת,רבין ק. בילינסון
632,רבין ק. בילינסון,וולפסון,מאיר,סורוקה,רבין ק. השרון,קפלן,הכרמל,"רמב""ם",שיבא,מעייני הישועה,שערי צדק,הדסה,בני ציון,אסותא אשדוד,יוספטל,שמיר,הלל יפה,המרכזי בעמק,ברזילי,לניאדו,נהריה,נצרת,מ.ר. צפון (פוריה),זיו צפת,סוראסקי
633,הלל יפה,בני ציון,מאיר,רבין ק. בילינסון,סוראסקי,"רמב""ם",רבין ק. השרון,שערי צדק,קפלן,הדסה,מעייני הישועה,אסותא אשדוד,יוספטל,סורוקה,הכרמל,המרכזי בעמק,שיבא,מ.ר. צפון (פוריה),לניאדו,נהריה,נצרת,ברזילי,זיו צפת,שמיר,וולפסון
634,שערי צדק,מאיר,סוראסקי,סורוקה,רבין ק. בילינסון,קפלן,אסותא אשדוד,רבין ק. השרון,שמיר,בני ציון,הכרמל,המרכזי בעמק,הדסה,מעייני הישועה,וולפסון,יוספטל,הלל יפה,לניאדו,ברזילי,מ.ר. צפון (פוריה),נצרת,נהריה,זיו צפת,"רמב""ם",שיבא
635,סוראסקי,"רמב""ם",מעייני הישועה,מאיר,הלל יפה,שמיר,רבין ק. בילינסון,וולפסון,רבין ק. השרון,אסותא אשדוד,המרכזי בעמק,שערי צדק,שיבא,בני ציון,סורוקה,הדסה,קפלן,יוספטל,נצרת,לניאדו,ברזילי,מ.ר. צפון (פוריה),נהריה,זיו צפת,הכרמל
636,סורוקה,סוראסקי,אסותא אשדוד,מאיר,וולפסון,שיבא,רבין ק. בילינסון,קפלן,שערי צדק,הכרמל,מעייני הישועה,"רמב""ם",הלל יפה,בני ציון,הדסה,המרכזי בעמק,יוספטל,שמיר,מ.ר. צפון (פוריה),לניאדו,נצרת,ברזילי,נהריה,זיו צפת,רבין ק. השרון
637,"רמב""ם",אסותא אשדוד,סוראסקי,רבין ק. בילינסון,שיבא,הכרמל,רבין ק. השרון,לניאדו,שמיר,קפלן,וולפסון,שערי צדק,בני ציון,הדסה,הלל יפה,סורוקה,המרכזי בעמק,יוספטל,מעייני הישועה,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,מאיר
638,שיבא,בני ציון,מאיר,שמיר,הלל יפה,שערי צדק,קפלן,הכרמל,רבין ק. השרון,"רמב""ם",הדסה,רבין ק. בילינסון,סורוקה,מעייני הישועה,ברזילי,המרכזי בעמק,יוספטל,אסותא אשדוד,לניאדו,זיו צפת,נצרת,נהריה,מ.ר. צפון (פוריה),וולפסון,סוראסקי
639,שיבא,שמיר,"רמב""ם",המרכזי בעמק,סוראסקי,קפלן,רבין ק. השרון,מעייני הישועה,אסותא אשדוד,הדסה,בני ציון,הכרמל,שערי צדק,סורוקה,יוספטל,הלל יפה,רבין ק. בילינסון,לניאדו,ברזילי,זיו צפת,נצרת,מ.ר. צפון (פוריה),נהריה,וולפסון,מאיר
640,וולפסון,"רמב""ם",שיבא,מאיר,הכרמל,הדסה,רבין ק. השרון,מעייני הישועה,קפלן,אסותא אשדוד,הלל יפה,שמיר,שערי צדק,יוספטל,המרכזי בעמק,נהריה,בני ציון,סורוקה,ברזילי,נצרת,לניאדו,מ.ר. צפון (פוריה),זיו צפת,רבין ק. בילינסון,סוראסקי
641,"רמב""ם",אסותא אשדוד,רבין ק. בילינסון,שיבא,סוראסקי,קפלן,הדסה,הלל יפה,מעייני הישועה,לניאדו,וולפסון,רבין ק. השרון,הכרמל,בני ציון,סורוקה,שערי צדק,המרכזי בעמק,יוספטל,נצרת,מאיר,ברזילי,מ.ר. צפון (פוריה),נהריה,זיו צפת,שמיר
642,מאיר,רבין ק. בילינסון,שיבא,קפלן,וולפסון,הלל יפה,שמיר,הכרמל,לניאדו,רבין ק. השרון,"רמב""ם",בני ציון,מעייני הישועה,אסותא אשדוד,סורוקה,שערי צדק,המרכזי בעמק,יוספטל,הדסה,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,סוראסקי
643,הדסה,קפלן,רבין ק. השרון,מאיר,וולפסון,הלל יפה,רבין ק. בילינסון,שיבא,סוראסקי,שמיר,לניאדו,שערי צדק,סורוקה,הכרמל,בני ציון,מעייני הישועה,המרכזי בעמק,יוספטל,זיו צפת,נצרת,נהריה,ברזילי,מ.ר. צפון (פוריה),"רמב""ם",אסותא אשדוד
644,רבין ק. בילינסון,שמיר,סוראסקי,רבין ק. השרון,מאיר,אסותא אשדוד,שיבא,לניאדו,הדסה,"רמב""ם",הלל יפה,מעייני הישועה,שערי צדק,בני ציון,סורוקה,הכרמל,המרכזי בעמק,יוספטל,זיו צפת,נהריה,ברזילי,נצרת,מ.ר. צפון (פוריה),קפלן,וולפסון
645,סוראסקי,קפלן,שיבא,בני ציון,מאיר,רבין ק. בילינסון,וולפסון,"רמב""ם",מעייני הישועה,שמיר,לניאדו,הכרמל,שערי צדק,הדסה,סורוקה,הלל יפה,המרכזי בעמק,יוספטל,ברזילי,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,רבין ק. השרון,אסותא אשדוד
646,הדסה,שיבא,סוראסקי,מאיר,שמיר,הלל יפה,מעייני הישועה,יוספטל,הכרמל,קפלן,אסותא אשדוד,"רמב""ם",רבין ק. השרון,לניאדו,בני ציון,סורוקה,שערי צדק,המרכזי בעמק,נצרת,נהריה,ברזילי,זיו צפת,מ.ר. צפון (פוריה),רבין ק. בילינסון,וולפסון
647,הדסה,"רמב""ם",רבין ק. השרון,סוראסקי,וולפסון,הכרמל,הלל יפה,קפלן,לניאדו,בני ציון,רבין ק. בילינסון,אסותא אשדוד,שמיר,המרכזי בעמק,שערי צדק,מעייני הישועה,יוספטל,נהריה,סורוקה,ברזילי,נצרת,מ.ר. צפון (פוריה),זיו צפת,שיבא,מאיר
648,"רמב""ם",הדסה,וולפסון,מאיר,הלל יפה,שיבא,קפלן,הכרמל,אסותא אשדוד,רבין ק. השרון,לניאדו,שערי צדק,בני ציון,רבין ק. בילינסון,שמיר,מעייני הישועה,המרכזי בעמק,יוספטל,סורוקה,סוראסקי,ברזילי,נהריה,מ.ר. צפון (פוריה),זיו צפת,נצרת
649,רבין ק. בילינסון,קפלן,שיבא,לניאדו,יוספטל,רבין ק. השרון,וולפסון,שמיר,אסותא אשדוד,מעייני הישועה,הדסה,בני ציון,"רמב""ם",הלל יפה,הכרמל,סורוקה,שערי צדק,המרכזי בעמק,סוראסקי,זיו צפת,נצרת,ברזילי,נהריה,מ.ר. צפון (פוריה),מאיר
650,וולפסון,רבין ק. השרון,שיבא,רבין ק. בילינסון,מאיר,סוראסקי,שמיר,הדסה,"רמב""ם",הלל יפה,בני ציון,מעייני הישועה,אסותא אשדוד,הכרמל,יוספטל,סורוקה,המרכזי בעמק,שערי צדק,קפלן,לניאדו,מ.ר. צפון (פוריה),ברזילי,נהריה,זיו צפת,נצרת
651,רבין ק. השרון,סוראסקי,מאיר,אסותא אשדוד,מעייני הישועה,רבין ק. בילינסון,"רמב""ם",שמיר,לניאדו,שיבא,הדסה,קפלן,וולפסון,הלל יפה,בני ציון,המרכזי בעמק,יוספטל,סורוקה,מ.ר. צפון (פוריה),שערי צדק,נצרת,ברזילי,נהריה,זיו צפת,הכרמל
652,שיבא,שמיר,רבין ק. בילינסון,רבין ק. השרון,לניאדו,סוראסקי,סורוקה,מאיר,"רמב""ם",הלל יפה,וולפסון,שערי צדק,בני ציון,הכרמל,הדסה,יוספטל,המרכזי בעמק,אסותא אשדוד,מעייני הישועה,ברזילי,נצרת,זיו צפת,נהריה,מ.ר. צפון (פוריה),קפלן
653,מאיר,שיבא,רבין ק. בילינסון,בני ציון,שמיר,רבין ק. השרון,וולפסון,קפלן,"רמב""ם",הדסה,מעייני הישועה,הלל יפה,הכרמל,המרכזי בעמק,סורוקה,שערי צדק,אסותא אשדוד,יוספטל,לניאדו,נצרת,מ.ר. צפון (פוריה),נהריה,ברזילי,זיו צפת,סוראסקי
654,רבין ק. בילינסון,שיבא,מעייני הישועה,סוראסקי,וולפסון,הדסה,רבין ק. השרון,הכרמל,קפלן,סורוקה,הלל יפה,"רמב""ם",יוספטל,אסותא אשדוד,המרכזי בעמק,בני ציון,לניאדו,נצרת,נהריה,ברזילי,זיו צפת,מ.ר. צפון (פוריה),מאיר,שערי צדק,שמיר
655,קפלן,"רמב""ם",רבין ק. בילינסון,וולפסון,בני ציון,סוראסקי,רבין ק. השרון,אסותא אשדוד,שיבא,ברזילי,שערי צדק,שמיר,הדסה,הכרמל,סורוקה,הלל יפה,המרכזי בעמק,נהריה,מעייני הישועה,לניאדו,נצרת,זיו צפת,מ.ר. צפון (פוריה),יוספטל,מאיר
656,בני ציון,הלל יפה,קפלן,אסותא אשדוד,שמיר,"רמב""ם",סוראסקי,רבין ק. השרון,שיבא,ברזילי,וולפסון,הכרמל,שערי צדק,מעייני הישועה,הדסה,סורוקה,המרכזי בעמק,יוספטל,זיו צפת,לניאדו,נצרת,מ.ר. צפון (פוריה),נהריה,מאיר,רבין ק. בילינסון
657,"רמב""ם",וולפסון,קפלן,שיבא,מאיר,רבין ק. בילינסון,הכרמל,שמיר,רבין ק. השרון,הלל יפה,לניאדו,סורוקה,בני ציון,אסותא אשדוד,הדסה,שערי צדק,ברזילי,יוספטל,מעייני הישועה,המרכזי בעמק,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,סוראסקי
658,הלל יפה,ברזילי,רבין ק. השרון,מאיר,שיבא,סוראסקי,קפלן,סורוקה,וולפסון,שערי צדק,מעייני הישועה,הדסה,אסותא אשדוד,הכרמל,בני ציון,"רמב""ם",המרכזי בעמק,יוספטל,נצרת,לניאדו,מ.ר. צפון (פוריה),נהריה,זיו צפת,שמיר,רבין ק. בילינסון
659,הדסה,קפלן,שיבא,המרכזי בעמק,רבין ק. בילינסון,שמיר,וולפסון,מאיר,הלל יפה,אסותא אשדוד,"רמב""ם",מעייני הישועה,סורוקה,יוספטל,שערי צדק,הכרמל,בני ציון,ברזילי,נצרת,לניאדו,מ.ר. צפון (פוריה),נהריה,זיו צפת,רבין ק. השרון,סוראסקי
660,קפלן,שמיר,רבין ק. בילינסון,סוראסקי,"רמב""ם",הלל יפה,אסותא אשדוד,וולפסון,מאיר,יוספטל,שיבא,הדסה,המרכזי בעמק,בני ציון,הכרמל,שערי צדק,נהריה,סורוקה,מעייני הישועה,לניאדו,מ.ר. צפון (פוריה),נצרת,זיו צפת,ברזילי,רבין ק. השרון
661,רבין ק. בילינסון,שמיר,שיבא,מאיר,בני ציון,קפלן,הלל יפה,רבין ק. השרון,וולפסון,סורוקה,הכרמל,"רמב""ם",מעייני הישועה,הדסה,המרכזי בעמק,יוספטל,שערי צדק,לניאדו,נצרת,מ.ר. צפון (פוריה),ברזילי,נהריה,זיו צפת,סוראסקי,אסותא אשדוד
662,מאיר,שערי צדק,"רמב""ם",הכרמל,סוראסקי,סורוקה,שמיר,רבין ק. בילינסון,הלל יפה,בני ציון,הדסה,קפלן,אסותא אשדוד,יוספטל,רבין ק. השרון,וולפסון,לניאדו,מעייני הישועה,ברזילי,המרכזי בעמק,נצרת,נהריה,מ.ר. צפון (פוריה),זיו צפת,שיבא
663,סורוקה,רבין ק. בילינסון,סוראסקי,שיבא,בני ציון,"רמב""ם",מאיר,שמיר,וולפסון,הלל יפה,שערי צדק,הכרמל,מעייני הישועה,יוספטל,אסותא אשדוד,הדסה,המרכזי בעמק,לניאדו,נצרת,ברזילי,נהריה,מ.ר. צפון (פוריה),זיו צפת,רבין ק. השרון,קפלן
664,בני ציון,וולפסון,הכרמל,מאיר,רבין ק. בילינסון,שמיר,"רמב""ם",סוראסקי,הדסה,סורוקה,רבין ק. השרון,שיבא,שערי צדק,הלל יפה,יוספטל,מעייני הישועה,ברזילי,נהריה,לניאדו,המרכזי בעמק,נצרת,מ.ר. צפון (פוריה),זיו צפת,קפלן,אסותא אשדוד
665,סוראסקי,קפלן,שיבא,רבין ק. בילינסון,מאיר,מעייני הישועה,רבין ק. השרון,אסותא אשדוד,וולפסון,שמיר,הלל יפה,הדסה,סורוקה,יוספטל,הכרמל,בני ציון,שערי צדק,המרכזי בעמק,נצרת,לניאדו,נהריה,ברזילי,מ.ר. צפון (פוריה),זיו צפת,"רמב""ם"
666,המרכזי בעמק,וולפסון,הכרמל,סוראסקי,רבין ק. בילינסון,אסותא אשדוד,שמיר,"רמב""ם",שיבא,סורוקה,רבין ק. השרון,מ.ר. צפון (פוריה),נצרת,בני ציון,הלל יפה,מעייני הישועה,שערי צדק,יוספטל,נהריה,לניאדו,ברזילי,הדסה,זיו צפת,מאיר,קפלן
667,מאיר,שיבא,אסותא אשדוד,וולפסון,שמיר,רבין ק. השרון,קפלן,הלל יפה,"רמב""ם",הדסה,המרכזי בעמק,הכרמל,בני ציון,שערי צדק,סורוקה,לניאדו,נהריה,יוספטל,מעייני הישועה,מ.ר. צפון (פוריה),נצרת,ברזילי,זיו צפת,רבין ק. בילינסון,סוראסקי
668,נהריה,וולפסון,שיבא,סוראסקי,מאיר,רבין ק. בילינסון,קפלן,"רמב""ם",שמיר,בני ציון,לניאדו,הכרמל,שערי צדק,הדסה,מעייני הישועה,סורוקה,המרכזי בעמק,יוספטל,נצרת,ברזילי,זיו צפת,מ.ר. צפון (פוריה),אסותא אשדוד,רבין ק. השרון,הלל יפה
669,אסותא אשדוד,יוספטל,רבין ק. בילינסון,וולפסון,"רמב""ם",קפלן,סוראסקי,שיבא,סורוקה,בני ציון,הלל יפה,שמיר,מעייני הישועה,הכרמל,שערי צדק,המרכזי בעמק,הדסה,לניאדו,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,רבין ק. השרון,מאיר
670,מ.ר. צפון (פוריה),הלל יפה,רבין ק. בילינסון,סוראסקי,בני ציון,שיבא,קפלן,אסותא אשדוד,וולפסון,הדסה,שמיר,מעייני הישועה,מאיר,סורוקה,הכרמל,שערי צדק,המרכזי בעמק,יוספטל,ברזילי,לניאדו,נצרת,נהריה,זיו צפת,רבין ק. השרון,"רמב""ם"
671,שערי צדק,אסותא אשדוד,וולפסון,מאיר,בני ציון,קפלן,שמיר,רבין ק. בילינסון,הדסה,שיבא,הלל יפה,ברזילי,הכרמל,המרכזי בעמק,"רמב""ם",יוספטל,סורוקה,לניאדו,מעייני הישועה,מ.ר. צפון (פוריה),נצרת,נהריה,זיו צפת,רבין ק. השרון,סוראסקי
672,רבין ק. בילינסון,קפלן,שיבא,מאיר,סוראסקי,שמיר,יוספטל,הכרמל,מעייני הישועה,בני ציון,הדסה,סורוקה,הלל יפה,המרכזי בעמק,שערי צדק,וולפסון,ברזילי,אסותא אשדוד,מ.ר. צפון (פוריה),לניאדו,נצרת,נהריה,זיו צפת,רבין ק. השרון,"רמב""ם"
673,סוראסקי,רבין ק. בילינסון,מאיר,רבין ק. השרון,המרכזי בעמק,קפלן,שמיר,הדסה,שיבא,בני ציון,"רמב""ם",הלל יפה,יוספטל,סורוקה,לניאדו,מעייני הישועה,הכרמל,שערי צדק,אסותא אשדוד,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,וולפסון
674,רבין ק. בילינסון,הכרמל,סוראסקי,שמיר,מאיר,רבין ק. השרון,"רמב""ם",אסותא אשדוד,הדסה,לניאדו,שערי צדק,בני ציון,שיבא,סורוקה,הלל יפה,קפלן,המרכזי בעמק,יוספטל,מעייני הישועה,ברזילי,נצרת,מ.ר. צפון (פוריה),נהריה,זיו צפת,וולפסון
675,סוראסקי,הדסה,רבין ק. השרון,שמיר,שיבא,שערי צדק,מאיר,הלל יפה,קפלן,הכרמל,וולפסון,סורוקה,אסותא אשדוד,בני ציון,לניאדו,מעייני הישועה,יוספטל,המרכזי בעמק,מ.ר. צפון (פוריה),ברזילי,נצרת,נהריה,זיו צפת,"רמב""ם",רבין ק. בילינסון
676,שערי צדק,רבין ק. בילינסון,הכרמל,שיבא,שמיר,מאיר,רבין ק. השרון,מעייני הישועה,הדסה,"רמב""ם",וולפסון,סורוקה,בני ציון,יוספטל,אסותא אשדוד,קפלן,המרכזי בעמק,מ.ר. צפון (פוריה),לניאדו,ברזילי,נצרת,נהריה,זיו צפת,סוראסקי,הלל יפה
677,וולפסון,הכרמל,סוראסקי,סורוקה,רבין ק. השרון,"רמב""ם",מעייני הישועה,אסותא אשדוד,הלל יפה,לניאדו,שמיר,קפלן,בני ציון,המרכזי בעמק,שערי צדק,רבין ק. בילינסון,יוספטל,הדסה,ברזילי,נהריה,מ.ר. צפון (פוריה),נצרת,זיו צפת,שיבא,מאיר
678,המרכזי בעמק,הלל יפה,לניאדו,רבין ק. בילינסון,מאיר,שערי צדק,שמיר,"רמב""ם",רבין ק. השרון,שיבא,אסותא אשדוד,וולפסון,הכרמל,הדסה,נהריה,יוספטל,סורוקה,מעייני הישועה,בני ציון,ברזילי,מ.ר. צפון (פוריה),נצרת,זיו צפת,קפלן,סוראסקי
